case_id,activity,timestamp,lifecycle_state,resource,site,deviation_type,severity,regulatory_deadline_days
DEV-2025-01424,CAPA Proposed,2026-01-26 00:07:33,complete,CAPA Owner,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Quality Council Review,2026-01-26 10:17:04,start,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Quality Council Review,2026-01-27 06:35:34,complete,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Approved,2026-01-27 20:41:25,start,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Approved,2026-01-28 13:58:47,complete,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Root Cause Analysis,2026-02-23 03:03:48,start,QA Investigator,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Root Cause Analysis,2026-02-26 02:54:28,complete,QA Investigator,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Proposed,2026-02-26 18:31:42,start,CAPA Owner,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Proposed,2026-03-02 08:58:19,complete,CAPA Owner,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Quality Council Review,2026-03-03 11:09:05,start,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Quality Council Review,2026-03-04 01:54:44,complete,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Approved,2026-03-04 07:33:48,start,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Approved,2026-03-05 07:15:43,complete,Quality Council,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Implemented,2026-03-05 14:05:22,start,CAPA Owner,Frankfurt,Distribution,Critical,30
DEV-2025-01424,CAPA Implemented,2026-03-08 12:43:06,complete,CAPA Owner,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Effectiveness Check,2026-03-08 23:08:28,start,QA Investigator,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Effectiveness Check,2026-03-14 16:45:50,complete,QA Investigator,Frankfurt,Distribution,Critical,30
DEV-2025-01424,Closed,2026-03-14 21:02:13,complete,Site Quality Manager,Frankfurt,Distribution,Critical,30
DEV-2025-01425,Deviation Opened,2025-10-24 19:31:51,complete,Production Supervisor,Dublin,Laboratory,Minor,90
DEV-2025-01425,Initial Assessment,2025-10-25 08:11:13,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,Initial Assessment,2025-10-25 11:17:01,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,Investigation Assigned,2025-10-25 19:39:42,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01425,Investigation Assigned,2025-10-25 23:38:30,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01425,Root Cause Analysis,2025-10-26 04:45:56,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,Root Cause Analysis,2025-11-05 07:30:14,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Proposed,2025-11-07 04:45:12,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Proposed,2025-11-08 18:25:04,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Approved,2025-11-09 11:17:27,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Approved,2025-11-10 00:18:50,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Implemented,2025-11-10 08:59:38,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01425,CAPA Implemented,2025-11-19 22:18:30,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01425,Effectiveness Check,2025-11-20 12:36:55,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,Effectiveness Check,2025-11-25 07:59:35,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01425,Closed,2025-11-25 10:50:38,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01426,Deviation Opened,2025-04-12 03:19:53,complete,Production Supervisor,Milan,Documentation,Major,60
DEV-2025-01426,Initial Assessment,2025-04-12 09:18:29,start,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,Initial Assessment,2025-04-12 10:57:35,complete,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,Investigation Assigned,2025-04-13 12:33:33,start,Site Quality Manager,Milan,Documentation,Major,60
DEV-2025-01426,Investigation Assigned,2025-04-13 14:48:54,complete,Site Quality Manager,Milan,Documentation,Major,60
DEV-2025-01426,Root Cause Analysis,2025-04-13 23:31:08,start,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,Root Cause Analysis,2025-04-18 09:17:16,complete,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Proposed,2025-04-18 23:18:01,start,CAPA Owner,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Proposed,2025-04-19 17:19:49,complete,CAPA Owner,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Approved,2025-04-20 01:39:25,start,Quality Council,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Approved,2025-04-20 17:16:41,complete,Quality Council,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Implemented,2025-04-21 05:15:51,start,CAPA Owner,Milan,Documentation,Major,60
DEV-2025-01426,CAPA Implemented,2025-04-26 23:11:13,complete,CAPA Owner,Milan,Documentation,Major,60
DEV-2025-01426,Effectiveness Check,2025-04-28 01:48:23,start,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,Effectiveness Check,2025-05-11 21:03:34,complete,QA Investigator,Milan,Documentation,Major,60
DEV-2025-01426,Closed,2025-05-12 01:41:34,complete,Site Quality Manager,Milan,Documentation,Major,60
DEV-2025-01427,Deviation Opened,2025-05-05 08:24:42,complete,Production Supervisor,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Initial Assessment,2025-05-05 13:57:15,start,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Initial Assessment,2025-05-05 21:59:19,complete,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Investigation Assigned,2025-05-07 05:43:36,start,Site Quality Manager,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Investigation Assigned,2025-05-07 07:25:03,complete,Site Quality Manager,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Root Cause Analysis,2025-05-07 15:15:30,start,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Root Cause Analysis,2025-05-14 17:47:21,complete,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Proposed,2025-05-15 11:39:53,start,CAPA Owner,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Proposed,2025-05-17 11:14:43,complete,CAPA Owner,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Approved,2025-05-17 23:07:19,start,Site Quality Manager,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Approved,2025-05-20 08:40:42,complete,Site Quality Manager,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Implemented,2025-05-20 23:23:50,start,CAPA Owner,Frankfurt,Documentation,Minor,90
DEV-2025-01427,CAPA Implemented,2025-05-28 18:52:43,complete,CAPA Owner,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Effectiveness Check,2025-05-30 15:13:27,start,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Effectiveness Check,2025-06-06 23:57:17,complete,QA Investigator,Frankfurt,Documentation,Minor,90
DEV-2025-01427,Closed,2025-06-07 03:01:45,complete,Site Quality Manager,Frankfurt,Documentation,Minor,90
DEV-2025-01428,Deviation Opened,2025-03-09 00:11:07,complete,Production Supervisor,Dublin,Production,Major,60
DEV-2025-01428,Initial Assessment,2025-03-09 03:05:44,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,Initial Assessment,2025-03-09 06:25:06,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,Investigation Assigned,2025-03-10 00:44:00,start,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-01428,Investigation Assigned,2025-03-10 02:59:11,complete,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-01428,Root Cause Analysis,2025-03-10 20:06:06,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,Root Cause Analysis,2025-03-11 19:54:37,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,CAPA Proposed,2025-03-12 03:19:42,start,CAPA Owner,Dublin,Production,Major,60
DEV-2025-01428,CAPA Proposed,2025-03-13 15:39:50,complete,CAPA Owner,Dublin,Production,Major,60
DEV-2025-01428,CAPA Approved,2025-03-13 23:21:41,start,Quality Council,Dublin,Production,Major,60
DEV-2025-01428,CAPA Approved,2025-03-15 05:50:58,complete,Quality Council,Dublin,Production,Major,60
DEV-2025-01428,CAPA Implemented,2025-03-15 11:22:59,start,CAPA Owner,Dublin,Production,Major,60
DEV-2025-01428,CAPA Implemented,2025-03-22 02:51:40,complete,CAPA Owner,Dublin,Production,Major,60
DEV-2025-01428,Effectiveness Check,2025-03-22 11:40:21,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,Effectiveness Check,2025-04-02 16:44:59,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-01428,Closed,2025-04-02 18:48:42,complete,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-01429,Deviation Opened,2025-02-07 05:37:05,complete,Production Supervisor,Milan,Laboratory,Minor,90
DEV-2025-01429,Initial Assessment,2025-02-07 10:50:07,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,Initial Assessment,2025-02-07 18:03:26,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,Investigation Assigned,2025-02-08 00:12:23,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01429,Investigation Assigned,2025-02-08 01:39:10,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01429,Root Cause Analysis,2025-02-08 20:30:14,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,Root Cause Analysis,2025-02-15 09:29:55,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Proposed,2025-02-16 03:24:44,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Proposed,2025-02-17 18:07:48,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Approved,2025-02-17 21:45:26,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Approved,2025-02-18 14:59:53,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Implemented,2025-02-19 13:05:45,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01429,CAPA Implemented,2025-02-24 13:15:25,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01429,Effectiveness Check,2025-02-25 09:33:35,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,Effectiveness Check,2025-03-06 16:37:49,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01429,Closed,2025-03-06 19:08:44,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01431,Deviation Opened,2025-07-17 20:38:53,complete,Production Supervisor,Milan,Laboratory,Critical,30
DEV-2025-01431,Initial Assessment,2025-07-17 23:20:02,start,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,Initial Assessment,2025-07-18 07:58:34,complete,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,Investigation Assigned,2025-07-18 19:08:16,start,Site Quality Manager,Milan,Laboratory,Critical,30
DEV-2025-01431,Investigation Assigned,2025-07-18 22:07:21,complete,Site Quality Manager,Milan,Laboratory,Critical,30
DEV-2025-01431,Root Cause Analysis,2025-07-19 13:21:44,start,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,Root Cause Analysis,2025-07-21 18:31:19,complete,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Proposed,2025-07-22 00:11:07,start,CAPA Owner,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Proposed,2025-07-23 07:17:16,complete,CAPA Owner,Milan,Laboratory,Critical,30
DEV-2025-01431,Quality Council Review,2025-07-23 17:09:48,start,Quality Council,Milan,Laboratory,Critical,30
DEV-2025-01431,Quality Council Review,2025-07-24 04:19:02,complete,Quality Council,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Approved,2025-07-24 15:20:16,start,Quality Council,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Approved,2025-07-25 12:35:52,complete,Quality Council,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Implemented,2025-07-26 14:12:17,start,CAPA Owner,Milan,Laboratory,Critical,30
DEV-2025-01431,CAPA Implemented,2025-08-03 19:30:14,complete,CAPA Owner,Milan,Laboratory,Critical,30
DEV-2025-01431,Effectiveness Check,2025-08-04 06:31:30,start,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,Effectiveness Check,2025-08-19 16:44:37,complete,QA Investigator,Milan,Laboratory,Critical,30
DEV-2025-01431,Closed,2025-08-19 20:39:31,complete,Site Quality Manager,Milan,Laboratory,Critical,30
DEV-2025-01433,Deviation Opened,2025-07-25 07:14:25,complete,Production Supervisor,Frankfurt,Production,Minor,90
DEV-2025-01433,Initial Assessment,2025-07-25 13:33:11,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Initial Assessment,2025-07-25 19:06:47,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Investigation Assigned,2025-07-26 14:41:56,start,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,Investigation Assigned,2025-07-26 17:05:11,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,Root Cause Analysis,2025-07-27 02:01:33,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Root Cause Analysis,2025-08-01 03:04:37,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Proposed,2025-08-01 08:14:23,start,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Proposed,2025-08-06 07:05:51,complete,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Approved,2025-08-06 09:00:10,start,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Approved,2025-08-08 00:54:48,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,Root Cause Analysis,2025-08-27 12:09:48,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Root Cause Analysis,2025-08-28 23:14:15,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Proposed,2025-08-29 10:44:38,start,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Proposed,2025-09-01 22:22:34,complete,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Approved,2025-09-02 07:30:23,start,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Approved,2025-09-04 04:22:45,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Implemented,2025-09-04 21:27:39,start,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,CAPA Implemented,2025-09-17 01:32:38,complete,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-01433,Effectiveness Check,2025-09-18 10:08:03,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Effectiveness Check,2025-09-22 11:17:33,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-01433,Closed,2025-09-22 13:38:25,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-01434,Deviation Opened,2025-02-22 18:52:43,complete,Production Supervisor,Milan,Laboratory,Minor,90
DEV-2025-01434,Initial Assessment,2025-02-23 00:26:28,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,Initial Assessment,2025-02-23 06:01:06,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,Investigation Assigned,2025-02-23 20:15:41,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01434,Investigation Assigned,2025-02-23 22:24:32,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01434,Root Cause Analysis,2025-02-24 05:32:46,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,Root Cause Analysis,2025-03-11 17:33:40,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Proposed,2025-03-12 09:54:37,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Proposed,2025-03-16 19:41:20,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Approved,2025-03-17 00:40:25,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Approved,2025-03-17 12:43:08,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Implemented,2025-03-20 04:05:09,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01434,CAPA Implemented,2025-03-24 23:29:56,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01434,Effectiveness Check,2025-03-25 08:09:00,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,Effectiveness Check,2025-03-31 09:29:49,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01434,Closed,2025-03-31 12:24:10,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01435,Deviation Opened,2025-08-01 19:55:17,complete,Production Supervisor,Frankfurt,Documentation,Major,60
DEV-2025-01435,Initial Assessment,2025-08-01 23:54:27,start,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,Initial Assessment,2025-08-02 05:04:13,complete,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,Investigation Assigned,2025-08-04 04:58:41,start,Site Quality Manager,Frankfurt,Documentation,Major,60
DEV-2025-01435,Investigation Assigned,2025-08-04 08:54:17,complete,Site Quality Manager,Frankfurt,Documentation,Major,60
DEV-2025-01435,Root Cause Analysis,2025-08-04 21:06:21,start,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,Root Cause Analysis,2025-08-09 19:13:40,complete,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Proposed,2025-08-10 13:10:13,start,CAPA Owner,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Proposed,2025-08-11 05:59:11,complete,CAPA Owner,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Approved,2025-08-12 05:56:01,start,Quality Council,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Approved,2025-08-13 02:41:50,complete,Quality Council,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Implemented,2025-08-13 13:05:31,start,CAPA Owner,Frankfurt,Documentation,Major,60
DEV-2025-01435,CAPA Implemented,2025-08-16 11:03:36,complete,CAPA Owner,Frankfurt,Documentation,Major,60
DEV-2025-01435,Effectiveness Check,2025-08-17 08:09:56,start,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,Effectiveness Check,2025-08-27 15:47:09,complete,QA Investigator,Frankfurt,Documentation,Major,60
DEV-2025-01435,Closed,2025-08-27 18:39:43,complete,Site Quality Manager,Frankfurt,Documentation,Major,60
DEV-2025-01436,Deviation Opened,2025-03-24 03:36:33,complete,Production Supervisor,Dublin,Documentation,Minor,90
DEV-2025-01436,Initial Assessment,2025-03-24 05:51:21,start,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Initial Assessment,2025-03-24 11:19:44,complete,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Investigation Assigned,2025-03-25 16:07:41,start,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,Investigation Assigned,2025-03-25 19:04:09,complete,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,Root Cause Analysis,2025-03-26 00:06:44,start,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Root Cause Analysis,2025-04-01 15:59:11,complete,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Proposed,2025-04-02 12:24:14,start,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Proposed,2025-04-03 11:42:13,complete,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Approved,2025-04-03 23:46:03,start,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Approved,2025-04-04 19:45:33,complete,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,Root Cause Analysis,2025-04-15 02:49:18,start,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Root Cause Analysis,2025-04-18 08:58:02,complete,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Proposed,2025-04-18 19:12:45,start,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Proposed,2025-04-21 12:29:07,complete,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Approved,2025-04-22 05:04:52,start,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Approved,2025-04-23 02:44:08,complete,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Implemented,2025-04-23 09:58:46,start,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,CAPA Implemented,2025-04-28 20:59:01,complete,CAPA Owner,Dublin,Documentation,Minor,90
DEV-2025-01436,Effectiveness Check,2025-04-29 06:10:57,start,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Effectiveness Check,2025-05-11 09:08:27,complete,QA Investigator,Dublin,Documentation,Minor,90
DEV-2025-01436,Closed,2025-05-11 11:57:35,complete,Site Quality Manager,Dublin,Documentation,Minor,90
DEV-2025-01437,Deviation Opened,2025-06-19 08:54:45,complete,Production Supervisor,Milan,Laboratory,Minor,90
DEV-2025-01437,Initial Assessment,2025-06-19 22:39:30,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,Initial Assessment,2025-06-20 02:17:57,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,Investigation Assigned,2025-06-20 11:24:37,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01437,Investigation Assigned,2025-06-20 12:48:46,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01437,Root Cause Analysis,2025-06-20 16:40:21,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,Root Cause Analysis,2025-06-26 17:33:37,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Proposed,2025-06-27 06:05:32,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Proposed,2025-06-29 00:45:37,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Approved,2025-06-29 04:15:49,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Approved,2025-06-30 05:15:21,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Implemented,2025-07-01 01:26:20,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01437,CAPA Implemented,2025-07-10 09:24:00,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-01437,Effectiveness Check,2025-07-11 04:52:51,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,Effectiveness Check,2025-07-14 07:38:31,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-01437,Closed,2025-07-14 09:34:24,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-01438,Deviation Opened,2025-07-26 04:32:46,complete,Production Supervisor,Barcelona,Production,Minor,90
DEV-2025-01438,Initial Assessment,2025-07-26 12:03:17,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,Initial Assessment,2025-07-26 20:05:13,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,Investigation Assigned,2025-08-07 04:26:12,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-01438,Investigation Assigned,2025-08-07 09:07:31,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-01438,Root Cause Analysis,2025-08-07 14:45:37,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,Root Cause Analysis,2025-08-11 13:36:18,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Proposed,2025-08-11 20:13:55,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Proposed,2025-08-14 03:37:32,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Approved,2025-08-14 11:14:18,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Approved,2025-08-15 14:02:16,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Implemented,2025-08-16 04:53:21,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-01438,CAPA Implemented,2025-08-22 11:43:09,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-01438,Effectiveness Check,2025-08-23 11:43:30,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,Effectiveness Check,2025-09-05 09:06:57,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-01438,Closed,2025-09-05 14:41:51,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-01439,Deviation Opened,2025-07-26 13:09:16,complete,Production Supervisor,Dublin,Laboratory,Minor,90
DEV-2025-01439,Initial Assessment,2025-07-27 02:12:58,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,Initial Assessment,2025-07-27 05:11:30,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,Investigation Assigned,2025-07-29 15:49:14,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01439,Investigation Assigned,2025-07-29 16:47:53,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01439,Root Cause Analysis,2025-07-30 07:02:52,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,Root Cause Analysis,2025-08-01 15:18:19,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Proposed,2025-08-01 20:44:55,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Proposed,2025-08-03 14:05:32,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Approved,2025-08-03 20:23:23,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Approved,2025-08-04 03:33:26,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Implemented,2025-08-05 01:54:33,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01439,CAPA Implemented,2025-08-10 09:00:47,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-01439,Effectiveness Check,2025-08-10 21:48:20,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,Effectiveness Check,2025-08-14 19:17:58,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-01439,Closed,2025-08-14 20:44:58,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-01440,Deviation Opened,2025-03-08 06:55:32,complete,Production Supervisor,Milan,Documentation,Major,60
